,yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
106571,2019,NYA,AL,lailbr01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106572,2019,BOS,AL,lakintr01,16,3.0,0,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106586,2019,NYA,AL,lemahdj01,145,142.0,145,144.0,0,0,40,75,52,0,0,0,0,0,1.0,1.0,1.0
106588,2019,BOS,AL,leonsa01,65,50.0,65,65.0,0,65,1,0,0,0,0,0,0,0,1.0,1.0,0.0
106593,2019,BOS,AL,lintz01,13,6.0,13,11.0,0,0,0,8,0,2,0,1,0,1,0.0,1.0,1.0
106597,2019,NYA,AL,loaisjo01,15,4.0,0,15.0,15,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106622,2019,LAN,NL,luxga01,23,19.0,23,22.0,0,0,0,22,0,0,0,0,0,0,1.0,4.0,0.0
106627,2019,NYA,AL,lyonsty01,11,0.0,0,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106630,2019,LAN,NL,maedake01,41,26.0,38,37.0,37,0,0,0,0,0,0,0,0,0,0.0,3.0,1.0
106637,2019,HOU,AL,maldoma01,27,24.0,27,27.0,0,26,1,0,0,0,0,0,0,0,0.0,1.0,0.0
106641,2019,NYA,AL,mantijo01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106645,2019,HOU,AL,marisja01,120,73.0,120,109.0,0,0,0,0,0,0,0,109,0,109,6.0,7.0,10.0
106658,2019,HOU,AL,martico02,5,5.0,0,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106660,2019,BOS,AL,martijd02,146,144.0,146,38.0,0,0,0,0,0,0,15,0,24,38,107.0,2.0,0.0
106666,2019,LAN,NL,martiru01,83,52.0,83,69.0,4,60,0,0,7,0,0,0,0,0,0.0,20.0,0.0
106672,2019,NYA,AL,maybica01,82,65.0,82,77.0,0,0,0,0,0,0,46,3,36,77,2.0,4.0,3.0
106673,2019,LAN,NL,maydu01,14,4.0,13,14.0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106675,2019,HOU,AL,mayfija01,26,16.0,26,26.0,0,0,0,5,1,21,0,0,0,0,0.0,2.0,2.0
106690,2019,HOU,AL,mchugco01,35,8.0,2,35.0,35,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106719,2019,HOU,AL,mileywa01,33,33.0,3,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106737,2019,NYA,AL,montgjo01,2,1.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106743,2019,NYA,AL,moralke01,19,17.0,19,7.0,0,0,7,0,0,0,0,0,0,0,10.0,2.0,0.0
106748,2019,BOS,AL,morelmi01,91,77.0,91,85.0,0,0,85,0,0,0,0,0,0,0,4.0,14.0,0.0
106758,2019,LAN,NL,muncyma01,141,130.0,141,139.0,0,0,65,70,35,0,0,0,0,0,0.0,9.0,0.0
106772,2019,LAN,NL,negrokr01,30,14.0,30,22.0,0,0,0,3,3,4,2,7,6,15,0.0,7.0,5.0
106795,2019,BOS,AL,nunezed02,60,38.0,60,43.0,1,0,0,31,8,6,0,0,0,0,12.0,13.0,5.0
106814,2019,HOU,AL,osunaro01,66,0.0,4,66.0,66,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106817,2019,NYA,AL,ottavad01,73,0.0,5,73.0,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106818,2019,BOS,AL,owingch01,26,11.0,26,19.0,0,0,0,12,1,7,1,0,0,1,1.0,6.0,8.0
106835,2019,NYA,AL,paxtoja01,29,29.0,3,29.0,29,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106839,2019,HOU,AL,peacobr01,23,15.0,0,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106840,2019,BOS,AL,pearcst01,29,23.0,29,23.0,0,0,19,0,0,0,4,0,0,4,5.0,4.0,0.0
106841,2019,LAN,NL,pederjo01,149,109.0,149,136.0,0,0,20,0,0,0,84,2,39,122,2.0,32.0,1.0
106842,2019,BOS,AL,pedrodu01,6,6.0,6,4.0,0,0,0,4,0,0,0,0,0,0,2.0,0.0,0.0
106852,2019,HOU,AL,perezci01,5,0.0,1,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106886,2019,LAN,NL,polloaj01,86,77.0,86,80.0,0,0,0,0,0,0,18,62,0,80,1.0,8.0,0.0
106891,2019,BOS,AL,porceri01,32,32.0,3,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106894,2019,BOS,AL,poynebo01,13,1.0,1,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106896,2019,HOU,AL,pressry01,55,0.0,4,55.0,55,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106897,2019,BOS,AL,priceda01,22,22.0,1,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106911,2019,BOS,AL,ramirer02,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106929,2019,HOU,AL,reddijo01,141,130.0,141,133.0,0,0,4,0,0,0,29,9,119,133,4.0,9.0,1.0
106955,2019,LAN,NL,riosed01,28,7.0,28,16.0,0,0,12,0,5,0,1,0,0,1,1.0,18.0,0.0
106969,2019,HOU,AL,rodgebr01,3,0.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106975,2019,BOS,AL,rodried05,34,34.0,3,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106991,2019,NYA,AL,rominau01,73,62.0,72,71.0,1,70,0,0,0,0,0,0,0,0,0.0,2.0,0.0
106994,2019,HOU,AL,rondohe01,62,1.0,6,62.0,62,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
106997,2019,NYA,AL,rosaad01,1,0.0,0,1.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107004,2019,LAN,NL,rosscza01,7,0.0,5,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107015,2019,LAN,NL,ryuhy01,30,29.0,28,29.0,29,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
107016,2019,NYA,AL,sabatcc01,23,22.0,2,23.0,23,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107017,2019,LAN,NL,sadleca02,24,1.0,23,24.0,24,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107023,2019,BOS,AL,salech01,25,25.0,0,25.0,25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107026,2019,HOU,AL,sanchaa01,4,4.0,0,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107031,2019,NYA,AL,sanchga02,106,101.0,106,90.0,0,90,0,0,0,0,0,0,0,0,15.0,5.0,0.0
107038,2019,LAN,NL,santade01,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107043,2019,LAN,NL,sborzjo01,7,0.0,7,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107049,2019,LAN,NL,schulja02,4,0.0,4,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107056,2019,LAN,NL,seageco01,134,125.0,134,132.0,0,0,0,0,0,132,0,0,0,0,0.0,7.0,0.0
107063,2019,NYA,AL,severlu01,3,3.0,0,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107067,2019,BOS,AL,shawami01,14,0.0,0,14.0,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107093,2019,HOU,AL,smithjo05,28,0.0,1,28.0,28,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107094,2019,BOS,AL,smithjo07,18,2.0,2,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107100,2019,LAN,NL,smithwi05,54,46.0,54,46.0,0,46,0,0,0,0,0,0,0,0,1.0,7.0,0.0
107104,2019,HOU,AL,sneedcy01,8,0.0,0,8.0,8,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107121,2019,HOU,AL,springe01,122,119.0,122,109.0,0,0,0,0,0,0,0,75,59,109,13.0,3.0,0.0
107128,2019,NYA,AL,stantmi03,18,18.0,18,13.0,0,0,0,0,0,0,10,0,3,13,5.0,0.0,0.0
107131,2019,HOU,AL,stassma01,31,26.0,31,30.0,1,26,3,0,0,0,0,0,0,0,1.0,1.0,0.0
107137,2019,LAN,NL,stewabr01,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107150,2019,HOU,AL,strawmy01,56,27.0,56,46.0,0,0,0,4,0,26,8,11,2,18,3.0,6.0,14.0
107153,2019,LAN,NL,stripro01,32,15.0,27,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107157,2019,HOU,AL,stubbga01,19,6.0,19,17.0,0,11,0,0,0,0,7,0,1,7,0.0,3.0,4.0
107174,2019,BOS,AL,swihabl01,12,6.0,12,10.0,0,8,1,0,0,0,1,0,0,1,0.0,5.0,0.0
107177,2019,NYA,AL,tanakma01,32,31.0,1,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107179,2019,NYA,AL,tarplst01,21,1.0,0,21.0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107182,2019,NYA,AL,tauchmi01,87,77.0,87,86.0,0,0,0,0,0,0,59,14,19,86,0.0,1.0,1.0
107185,2019,LAN,NL,tayloch03,124,90.0,124,115.0,0,0,0,20,6,39,56,20,3,69,0.0,21.0,2.0
107186,2019,BOS,AL,taylojo02,52,1.0,5,52.0,52,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107197,2019,BOS,AL,thornty01,16,0.0,2,16.0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107203,2019,HOU,AL,toroab01,25,20.0,25,24.0,0,0,1,0,24,0,0,0,0,0,0.0,3.0,1.0
107205,2019,NYA,AL,torregl01,144,142.0,144,139.0,0,0,0,65,0,77,0,0,0,0,5.0,2.0,0.0
107210,2019,BOS,AL,travisa01,59,37.0,59,45.0,0,0,29,0,0,0,18,0,1,19,9.0,14.0,1.0
107218,2019,HOU,AL,tuckeky01,22,12.0,22,19.0,0,0,4,0,0,0,11,0,11,19,1.0,4.0,3.0
107220,2019,NYA,AL,tulowtr01,5,4.0,5,4.0,0,0,0,0,0,4,0,0,0,0,0.0,1.0,0.0
107222,2019,LAN,NL,turneju01,135,122.0,135,124.0,0,0,0,1,124,0,0,0,0,0,3.0,13.0,0.0
107228,2019,LAN,NL,uriasju01,37,8.0,35,37.0,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107230,2019,HOU,AL,urquijo01,9,7.0,2,9.0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107231,2019,NYA,AL,urshegi01,132,112.0,132,124.0,0,0,1,0,123,0,1,0,0,1,3.0,9.0,2.0
107233,2019,HOU,AL,valdefr01,26,8.0,0,26.0,26,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107235,2019,NYA,AL,valerbr01,12,9.0,12,12.0,0,0,0,12,0,0,0,0,0,0,0.0,0.0,1.0
107242,2019,BOS,AL,vazquch01,138,122.0,138,126.0,0,119,10,2,4,0,0,0,0,0,11.0,12.0,1.0
107246,2019,BOS,AL,velazhe01,34,8.0,3,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107250,2019,LAN,NL,verdual01,106,82.0,106,97.0,0,0,0,0,0,0,22,61,25,97,0.0,17.0,0.0
107252,2019,HOU,AL,verlaju01,34,34.0,1,34.0,34,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107261,2019,NYA,AL,voitlu01,118,115.0,118,83.0,0,0,83,0,0,0,0,0,0,0,34.0,2.0,0.0
107267,2019,NYA,AL,wadety01,43,28.0,43,40.0,0,0,0,18,5,4,14,2,2,18,2.0,2.0,6.0
107270,2019,BOS,AL,waldema01,70,0.0,5,70.0,70,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107289,2019,BOS,AL,weberry01,18,3.0,0,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107294,2019,HOU,AL,whitety01,71,59.0,71,49.0,4,0,48,0,0,0,0,0,0,0,19.0,7.0,0.0
107295,2019,LAN,NL,whitety01,12,5.0,12,8.0,0,0,8,0,0,0,0,0,0,0,0.0,5.0,0.0
107330,2019,BOS,AL,workmbr01,73,0.0,7,73.0,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
107335,2019,BOS,AL,wrighst01,6,0.0,0,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
