,playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
106282,eovalna01,2019,1,BOS,AL,23,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106290,estrath01,2019,1,NYA,AL,35,64,12,16,3,0,3,12.0,4.0,0.0,3,15.0,0.0,1.0,1.0,0.0,1.0
106303,ferguca01,2019,1,LAN,NL,46,2,1,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106309,fishede01,2019,1,HOU,AL,17,53,9,12,2,1,1,5.0,4.0,1.0,7,14.0,0.0,0.0,0.0,0.0,0.0
106316,florody01,2019,1,LAN,NL,50,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106323,fordmi01,2019,1,NYA,AL,50,143,30,37,7,0,12,25.0,0.0,0.0,17,28.0,2.0,3.0,0.0,0.0,0.0
106332,frazicl01,2019,1,NYA,AL,69,225,31,60,14,0,12,38.0,1.0,2.0,16,70.0,1.0,2.0,0.0,3.0,2.0
106338,freesda01,2019,1,LAN,NL,79,162,35,51,13,0,11,29.0,0.0,0.0,23,44.0,0.0,1.0,0.0,0.0,7.0
106347,galero01,2019,1,LAN,NL,5,15,1,2,0,0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,1.0
106368,garciyi01,2019,1,LAN,NL,64,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
106369,gardnbr01,2019,1,NYA,AL,141,491,86,123,26,7,28,74.0,10.0,2.0,52,108.0,0.0,4.0,0.0,3.0,6.0
106370,garliky01,2019,1,LAN,NL,30,48,8,12,4,0,3,6.0,0.0,0.0,5,19.0,1.0,0.0,0.0,0.0,0.0
106381,gearrco01,2019,2,NYA,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106385,germado01,2019,1,NYA,AL,27,8,0,0,0,0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,1.0
106402,gonsoto01,2019,1,LAN,NL,11,13,2,4,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,0.0
106418,gourryu01,2019,1,HOU,AL,144,564,85,168,40,2,31,104.0,5.0,3.0,37,65.0,2.0,5.0,0.0,6.0,12.0
106426,greench03,2019,1,NYA,AL,54,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106431,gregodi01,2019,1,NYA,AL,82,324,47,77,14,2,16,61.0,2.0,1.0,17,53.0,1.0,1.0,0.0,2.0,5.0
106434,greinza01,2019,2,HOU,AL,10,2,0,1,0,0,0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106441,guduare01,2019,1,HOU,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106457,gyorkje01,2019,2,LAN,NL,24,36,1,5,1,0,0,2.0,0.0,0.0,3,10.0,0.0,0.0,0.0,0.0,2.0
106462,haleda02,2019,1,NYA,AL,20,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106473,happja01,2019,1,NYA,AL,32,3,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0
106478,harriwi02,2019,1,HOU,AL,68,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106483,harvejo01,2019,1,NYA,AL,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106496,hellebe01,2019,1,NYA,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106499,hembrhe01,2019,1,BOS,AL,45,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106507,hernada02,2019,1,BOS,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106509,hernaen02,2019,1,LAN,NL,130,414,57,98,19,1,17,64.0,4.0,0.0,36,97.0,3.0,6.0,0.0,4.0,9.0
106511,hernago01,2019,1,BOS,AL,20,49,5,7,1,2,0,2.0,1.0,0.0,5,14.0,0.0,0.0,2.0,1.0,0.0
106513,hernama02,2019,1,BOS,AL,61,148,18,37,7,0,2,11.0,1.0,2.0,3,42.0,0.0,3.0,1.0,0.0,1.0
106521,hicksaa01,2019,1,NYA,AL,59,221,41,52,10,0,12,36.0,1.0,2.0,31,72.0,0.0,0.0,0.0,3.0,2.0
106524,higasky01,2019,1,NYA,AL,18,56,8,12,5,0,3,11.0,0.0,0.0,0,26.0,0.0,0.0,0.0,1.0,1.0
106527,hillri01,2019,1,LAN,NL,13,18,0,3,1,0,0,1.0,0.0,0.0,1,9.0,0.0,0.0,1.0,0.0,0.0
106534,holdejo02,2019,1,NYA,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106539,holtbr01,2019,1,BOS,AL,87,259,38,77,14,2,3,31.0,1.0,0.0,28,57.0,1.0,4.0,0.0,4.0,4.0
106566,jamesjo02,2019,1,HOU,AL,49,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106569,janseke01,2019,1,LAN,NL,62,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106580,johnsbr02,2019,1,BOS,AL,22,1,1,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106590,judgeaa01,2019,1,NYA,AL,102,378,75,103,18,1,27,55.0,3.0,2.0,64,141.0,4.0,3.0,0.0,1.0,11.0
106593,kahnlto01,2019,1,NYA,AL,72,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106603,kelletr01,2019,1,BOS,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106605,kellyjo05,2019,1,LAN,NL,55,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,0.0,0.0
106608,kempto01,2019,1,HOU,AL,66,163,23,37,6,2,7,17.0,4.0,3.0,16,29.0,1.0,4.0,1.0,2.0,2.0
106613,kershcl01,2019,1,LAN,NL,29,49,1,5,1,0,0,1.0,0.0,0.0,1,16.0,0.0,0.0,15.0,0.0,0.0
106623,kingmi01,2019,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106635,kolarad01,2019,2,LAN,NL,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106641,lailbr01,2019,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106642,lakintr01,2019,1,BOS,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106656,lemahdj01,2019,1,NYA,AL,145,602,109,197,33,2,26,102.0,5.0,2.0,46,90.0,0.0,2.0,1.0,4.0,14.0
106658,leonsa01,2019,1,BOS,AL,65,172,14,33,3,0,5,19.0,0.0,0.0,13,47.0,0.0,1.0,4.0,1.0,0.0
106663,lintz01,2019,1,BOS,AL,13,20,3,4,2,0,0,1.0,1.0,1.0,2,6.0,0.0,0.0,0.0,0.0,0.0
106667,loaisjo01,2019,1,NYA,AL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106692,luxga01,2019,1,LAN,NL,23,75,12,18,4,1,2,9.0,2.0,0.0,7,24.0,0.0,0.0,0.0,0.0,0.0
106698,lyonsty01,2019,2,NYA,AL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106700,maedake01,2019,1,LAN,NL,41,48,3,12,2,0,0,6.0,0.0,0.0,0,13.0,0.0,0.0,13.0,0.0,0.0
106708,maldoma01,2019,3,HOU,AL,27,84,20,17,4,0,6,10.0,0.0,0.0,13,26.0,0.0,1.0,0.0,0.0,2.0
106711,mantijo01,2019,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106715,marisja01,2019,1,HOU,AL,120,292,46,68,16,3,10,34.0,10.0,3.0,17,95.0,0.0,6.0,3.0,0.0,6.0
106728,martico02,2019,1,HOU,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106730,martijd02,2019,1,BOS,AL,146,575,98,175,33,2,36,105.0,2.0,0.0,72,138.0,9.0,4.0,0.0,5.0,19.0
106736,martiru01,2019,1,LAN,NL,83,209,29,46,5,0,6,20.0,1.0,0.0,30,60.0,3.0,8.0,0.0,2.0,1.0
106742,maybica01,2019,1,NYA,AL,82,239,48,68,17,0,11,32.0,9.0,6.0,30,72.0,0.0,0.0,0.0,0.0,5.0
106743,maydu01,2019,1,LAN,NL,14,11,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0
106745,mayfija01,2019,1,HOU,AL,26,64,8,10,5,0,2,5.0,0.0,0.0,1,16.0,0.0,0.0,0.0,0.0,0.0
106760,mchugco01,2019,1,HOU,AL,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106790,mileywa01,2019,1,HOU,AL,33,4,1,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0
106808,montgjo01,2019,1,NYA,AL,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106815,moralke01,2019,2,NYA,AL,19,62,7,11,1,0,1,5.0,0.0,0.0,12,6.0,0.0,1.0,0.0,0.0,3.0
106819,morelmi01,2019,1,BOS,AL,91,298,48,75,17,1,19,58.0,1.0,0.0,34,74.0,0.0,1.0,0.0,2.0,12.0
106829,muncyma01,2019,1,LAN,NL,141,487,101,122,22,1,35,98.0,4.0,1.0,90,149.0,1.0,8.0,0.0,4.0,5.0
106844,negrokr01,2019,2,LAN,NL,30,54,9,14,1,0,2,7.0,0.0,1.0,3,17.0,1.0,0.0,0.0,0.0,1.0
106866,nunezed02,2019,1,BOS,AL,60,167,13,38,7,0,2,20.0,5.0,1.0,4,27.0,0.0,0.0,1.0,2.0,6.0
106885,osunaro01,2019,1,HOU,AL,66,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106888,ottavad01,2019,1,NYA,AL,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106890,owingch01,2019,2,BOS,AL,26,45,4,7,2,0,1,5.0,1.0,1.0,6,23.0,0.0,0.0,0.0,0.0,1.0
106906,paxtoja01,2019,1,NYA,AL,29,5,0,0,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,0.0
106910,peacobr01,2019,1,HOU,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106911,pearcst01,2019,1,BOS,AL,29,89,9,16,4,0,1,9.0,0.0,0.0,7,31.0,0.0,1.0,0.0,1.0,5.0
106912,pederjo01,2019,1,LAN,NL,149,450,83,112,16,3,36,74.0,1.0,1.0,50,111.0,2.0,12.0,0.0,2.0,4.0
106913,pedrodu01,2019,1,BOS,AL,6,20,1,2,0,0,0,1.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,2.0
106923,perezci01,2019,1,HOU,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106957,polloaj01,2019,1,LAN,NL,86,308,49,82,15,1,15,47.0,5.0,1.0,23,74.0,1.0,7.0,0.0,4.0,7.0
106962,porceri01,2019,1,BOS,AL,32,6,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,1.0
106965,poynebo01,2019,1,BOS,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106967,pressry01,2019,1,HOU,AL,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
106968,priceda01,2019,1,BOS,AL,22,2,0,1,0,0,0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
106982,ramirer02,2019,1,BOS,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107000,reddijo01,2019,1,HOU,AL,141,501,57,138,19,3,14,56.0,5.0,2.0,36,66.0,1.0,0.0,1.0,9.0,9.0
107026,riosed01,2019,1,LAN,NL,28,47,10,13,2,1,4,8.0,0.0,0.0,9,21.0,0.0,0.0,0.0,0.0,1.0
107040,rodgebr01,2019,1,HOU,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107046,rodried05,2019,1,BOS,AL,34,7,1,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,2.0,0.0,0.0
107062,rominau01,2019,1,NYA,AL,73,228,29,64,12,0,8,35.0,1.0,1.0,10,50.0,0.0,0.0,1.0,1.0,7.0
107065,rondohe01,2019,1,HOU,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107068,rosaad01,2019,1,NYA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107077,rosscza01,2019,3,LAN,NL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107086,ryuhy01,2019,1,LAN,NL,30,51,3,8,1,0,1,3.0,0.0,0.0,4,23.0,0.0,0.0,12.0,0.0,0.0
107087,sabatcc01,2019,1,NYA,AL,23,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
107089,sadleca02,2019,2,LAN,NL,24,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
107094,salech01,2019,1,BOS,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107098,sanchaa01,2019,2,HOU,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107102,sanchga02,2019,1,NYA,AL,106,396,62,92,12,1,34,77.0,0.0,1.0,40,125.0,3.0,9.0,0.0,1.0,3.0
107109,santade01,2019,1,LAN,NL,3,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107114,sborzjo01,2019,1,LAN,NL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107120,schulja02,2019,1,LAN,NL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107127,seageco01,2019,1,LAN,NL,134,489,82,133,44,1,19,87.0,1.0,0.0,44,98.0,3.0,4.0,0.0,4.0,8.0
107134,severlu01,2019,1,NYA,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107138,shawami01,2019,1,BOS,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107164,smithjo05,2019,1,HOU,AL,28,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107165,smithjo07,2019,1,BOS,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107171,smithwi05,2019,1,LAN,NL,54,170,30,43,9,0,15,42.0,2.0,0.0,18,52.0,1.0,5.0,0.0,3.0,3.0
107175,sneedcy01,2019,1,HOU,AL,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107192,springe01,2019,1,HOU,AL,122,479,96,140,20,3,39,96.0,6.0,2.0,67,113.0,1.0,6.0,0.0,4.0,12.0
107199,stantmi03,2019,1,NYA,AL,18,59,8,17,3,0,3,13.0,0.0,0.0,12,24.0,0.0,0.0,0.0,1.0,1.0
107202,stassma01,2019,1,HOU,AL,31,90,4,15,1,0,1,3.0,0.0,0.0,7,34.0,0.0,1.0,0.0,0.0,1.0
107208,stewabr01,2019,1,LAN,NL,3,3,1,1,1,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107221,strawmy01,2019,1,HOU,AL,56,108,27,29,4,2,0,7.0,8.0,1.0,19,24.0,0.0,0.0,1.0,0.0,2.0
107224,stripro01,2019,1,LAN,NL,32,20,1,3,0,0,0,1.0,0.0,0.0,2,7.0,0.0,0.0,2.0,0.0,1.0
107228,stubbga01,2019,1,HOU,AL,19,35,8,7,3,0,0,2.0,1.0,0.0,4,7.0,0.0,0.0,0.0,0.0,1.0
107244,swihabl01,2019,1,BOS,AL,12,26,4,6,1,0,1,4.0,0.0,0.0,2,7.0,0.0,1.0,0.0,0.0,0.0
107248,tanakma01,2019,1,NYA,AL,32,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107250,tarplst01,2019,1,NYA,AL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107253,tauchmi01,2019,1,NYA,AL,87,260,46,72,18,1,13,47.0,6.0,0.0,34,71.0,0.0,1.0,0.0,1.0,9.0
107257,tayloch03,2019,1,LAN,NL,124,366,52,96,29,4,12,52.0,8.0,0.0,37,115.0,3.0,4.0,2.0,5.0,6.0
107258,taylojo02,2019,1,BOS,AL,52,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107269,thornty01,2019,1,BOS,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107275,toroab01,2019,1,HOU,AL,25,78,13,17,3,2,2,9.0,1.0,1.0,9,19.0,0.0,1.0,0.0,1.0,2.0
107277,torregl01,2019,1,NYA,AL,144,546,96,152,26,0,38,90.0,5.0,2.0,48,129.0,3.0,3.0,1.0,6.0,10.0
107282,travisa01,2019,1,BOS,AL,59,144,17,31,4,1,6,16.0,2.0,0.0,11,36.0,2.0,1.0,0.0,1.0,6.0
107290,tuckeky01,2019,1,HOU,AL,22,67,15,18,6,0,4,11.0,5.0,0.0,4,20.0,1.0,1.0,0.0,0.0,1.0
107292,tulowtr01,2019,1,NYA,AL,5,11,1,2,1,0,1,1.0,0.0,0.0,2,4.0,0.0,0.0,0.0,0.0,1.0
107294,turneju01,2019,1,LAN,NL,135,479,80,139,24,0,27,67.0,2.0,0.0,51,88.0,1.0,14.0,0.0,5.0,11.0
107300,uriasju01,2019,1,LAN,NL,37,12,0,3,0,0,0,2.0,0.0,0.0,1,4.0,0.0,0.0,5.0,0.0,0.0
107302,urquijo01,2019,1,HOU,AL,9,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
107303,urshegi01,2019,1,NYA,AL,132,442,73,139,34,0,21,74.0,1.0,1.0,25,87.0,1.0,5.0,0.0,4.0,13.0
107305,valdefr01,2019,1,HOU,AL,26,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107307,valerbr01,2019,1,NYA,AL,12,32,5,7,1,1,0,3.0,0.0,0.0,4,5.0,0.0,1.0,0.0,0.0,0.0
107314,vazquch01,2019,1,BOS,AL,138,482,66,133,26,1,23,72.0,4.0,2.0,33,101.0,3.0,0.0,3.0,3.0,17.0
107318,velazhe01,2019,1,BOS,AL,34,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
107322,verdual01,2019,1,LAN,NL,106,343,43,101,22,2,12,44.0,4.0,1.0,26,49.0,1.0,2.0,0.0,6.0,8.0
107324,verlaju01,2019,1,HOU,AL,34,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0
107333,voitlu01,2019,1,NYA,AL,118,429,72,113,21,1,21,62.0,0.0,0.0,71,142.0,2.0,9.0,0.0,1.0,12.0
107339,wadety01,2019,1,NYA,AL,43,94,16,23,3,1,2,11.0,7.0,0.0,11,28.0,0.0,1.0,2.0,0.0,0.0
107342,waldema01,2019,1,BOS,AL,70,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
107361,weberry01,2019,1,BOS,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107366,whitety01,2019,1,HOU,AL,71,218,16,49,14,0,3,21.0,0.0,0.0,32,74.0,0.0,0.0,0.0,3.0,7.0
107367,whitety01,2019,2,LAN,NL,12,22,2,1,0,0,0,2.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0
107402,workmbr01,2019,1,BOS,AL,73,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
107407,wrighst01,2019,1,BOS,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
